,preprocessing,dimred,n_components,n_neighbors,min_dist,perplexity,clustering,k,silhouette,stability_ari
322,raw,tsne,3,,,30.0,hierarchical,4,0.2485254406929016,0.5497175435723375
323,raw,tsne,3,,,30.0,hierarchical,5,0.2781437337398529,0.738106303055497
324,raw,tsne,3,,,50.0,kmeans,3,0.29140233993530273,0.9853624946621796
325,raw,tsne,3,,,50.0,kmeans,4,0.31641536951065063,0.995465195367483
326,raw,tsne,3,,,50.0,kmeans,5,0.3302339017391205,0.9501624227449361
327,raw,tsne,3,,,50.0,gmm,3,0.2761305868625641,0.425943693046362
328,raw,tsne,3,,,50.0,gmm,4,0.3126102685928345,0.7597914765985802
329,raw,tsne,3,,,50.0,gmm,5,0.28595489263534546,0.6586770927912536
330,raw,tsne,3,,,50.0,hierarchical,3,0.26896506547927856,0.6089790126351915
331,raw,tsne,3,,,50.0,hierarchical,4,0.27163171768188477,0.5112855571039495
332,raw,tsne,3,,,50.0,hierarchical,5,0.29013678431510925,0.6160131834286785
333,diff_zscore,pca,2,,,,kmeans,3,0.3167249411986941,0.9582957703632657
334,diff_zscore,pca,2,,,,kmeans,4,0.3156442950106941,0.9288412125955441
335,diff_zscore,pca,2,,,,kmeans,5,0.3176096869995066,0.9156596113259794
336,diff_zscore,pca,2,,,,gmm,3,0.3120060338241623,0.9536482518030621
337,diff_zscore,pca,2,,,,gmm,4,0.2350133037231582,0.717122323774869
338,diff_zscore,pca,2,,,,gmm,5,0.28351811177919567,0.8366881617979733
339,diff_zscore,pca,2,,,,hierarchical,3,0.31656184783757974,0.407910514387312
340,diff_zscore,pca,2,,,,hierarchical,4,0.26649047214022237,0.3588175767480341
341,diff_zscore,pca,2,,,,hierarchical,5,0.27412653122305064,0.41341168509465676
342,diff_zscore,pca,3,,,,kmeans,3,0.24870415124700324,0.9706124733679863
343,diff_zscore,pca,3,,,,kmeans,4,0.2344864009977882,0.9019225014675812
344,diff_zscore,pca,3,,,,kmeans,5,0.2264648237590559,0.865746808985139
345,diff_zscore,pca,3,,,,gmm,3,0.15573935341877448,0.9221058038277765
346,diff_zscore,pca,3,,,,gmm,4,0.12241442496671937,0.7152431206412557
347,diff_zscore,pca,3,,,,gmm,5,0.18784740232881822,0.8029518791219022
348,diff_zscore,pca,3,,,,hierarchical,3,0.2225650988778697,0.16543429934528242
349,diff_zscore,pca,3,,,,hierarchical,4,0.14556238532273172,0.27462462182135344
350,diff_zscore,pca,3,,,,hierarchical,5,0.15257286915625126,0.29869197458448665
351,diff_zscore,pca,5,,,,kmeans,3,0.19611077409307243,0.961859839502409
352,diff_zscore,pca,5,,,,kmeans,4,0.1766845509989892,0.9030115685124275
353,diff_zscore,pca,5,,,,kmeans,5,0.1634142464976019,0.6101779503400251
354,diff_zscore,pca,5,,,,gmm,3,0.11769167950859305,0.9462441250360094
355,diff_zscore,pca,5,,,,gmm,4,0.02332443855471953,0.6628299214182332
356,diff_zscore,pca,5,,,,gmm,5,0.05702487540309969,0.6653490248038376
357,diff_zscore,pca,5,,,,hierarchical,3,0.1785906671189289,0.26175569955907263
358,diff_zscore,pca,5,,,,hierarchical,4,0.16481957024606153,0.32555687042822024
359,diff_zscore,pca,5,,,,hierarchical,5,0.08488395245407629,0.2395192099506303
360,diff_zscore,pca,10,,,,kmeans,3,0.14974220762338805,0.9608775825302918
361,diff_zscore,pca,10,,,,kmeans,4,0.1301027882797036,0.8982086901784079
362,diff_zscore,pca,10,,,,kmeans,5,0.11837080108290966,0.5913405240348392
363,diff_zscore,pca,10,,,,gmm,3,0.0964285255170397,0.8945426153441567
364,diff_zscore,pca,10,,,,gmm,4,0.03375197707683086,0.6547315055488755
365,diff_zscore,pca,10,,,,gmm,5,-0.019327465993475203,0.5079561305810597
366,diff_zscore,pca,10,,,,hierarchical,3,0.07138939577032583,0.28212040446659836
367,diff_zscore,pca,10,,,,hierarchical,4,0.05110418688967994,0.23745772994714914
368,diff_zscore,pca,10,,,,hierarchical,5,0.05880289216568905,0.225452418123921
369,diff_zscore,umap,2,5.0,0.0,,kmeans,3,0.3755453824996948,0.9657435834534321
370,diff_zscore,umap,2,5.0,0.0,,kmeans,4,0.3851615786552429,0.9925855229437777
371,diff_zscore,umap,2,5.0,0.0,,kmeans,5,0.4022636413574219,0.9765284296860167
372,diff_zscore,umap,2,5.0,0.0,,gmm,3,0.3603306710720062,0.7669560930078787
373,diff_zscore,umap,2,5.0,0.0,,gmm,4,0.3757372498512268,0.9730794404299484
374,diff_zscore,umap,2,5.0,0.0,,gmm,5,0.3526355028152466,0.7924559857977322
375,diff_zscore,umap,2,5.0,0.0,,hierarchical,3,0.35042184591293335,0.5686504465899499
376,diff_zscore,umap,2,5.0,0.0,,hierarchical,4,0.3416319191455841,0.503867739993207
377,diff_zscore,umap,2,5.0,0.0,,hierarchical,5,0.3671995997428894,0.5565605039537883
378,diff_zscore,umap,2,5.0,0.1,,kmeans,3,0.3738744854927063,0.9731000981408485
379,diff_zscore,umap,2,5.0,0.1,,kmeans,4,0.3734045624732971,0.9377942450015169
380,diff_zscore,umap,2,5.0,0.1,,kmeans,5,0.39051294326782227,0.9853195400809038
381,diff_zscore,umap,2,5.0,0.1,,gmm,3,0.34240221977233887,0.7117057247972314
382,diff_zscore,umap,2,5.0,0.1,,gmm,4,0.367333322763443,0.8281409870462363
383,diff_zscore,umap,2,5.0,0.1,,gmm,5,0.3442752957344055,0.9047533082348521
384,diff_zscore,umap,2,5.0,0.1,,hierarchical,3,0.34457123279571533,0.49957954172555896
385,diff_zscore,umap,2,5.0,0.1,,hierarchical,4,0.3450261652469635,0.46184589428213774
386,diff_zscore,umap,2,5.0,0.1,,hierarchical,5,0.34386420249938965,0.5276074868330543
387,diff_zscore,umap,2,5.0,0.5,,kmeans,3,0.3636804223060608,0.964744283793077
388,diff_zscore,umap,2,5.0,0.5,,kmeans,4,0.35892724990844727,0.975919862256491
389,diff_zscore,umap,2,5.0,0.5,,kmeans,5,0.3600388765335083,0.9812054708490702
390,diff_zscore,umap,2,5.0,0.5,,gmm,3,0.36079344153404236,0.7878851539130871
391,diff_zscore,umap,2,5.0,0.5,,gmm,4,0.35742661356925964,0.9205905895606515
392,diff_zscore,umap,2,5.0,0.5,,gmm,5,0.35629624128341675,0.9071464127972577
393,diff_zscore,umap,2,5.0,0.5,,hierarchical,3,0.31400561332702637,0.41409827525515364
394,diff_zscore,umap,2,5.0,0.5,,hierarchical,4,0.3042358160018921,0.4076454314016909
395,diff_zscore,umap,2,5.0,0.5,,hierarchical,5,0.30619996786117554,0.4177416624067207
396,diff_zscore,umap,2,15.0,0.0,,kmeans,3,0.3842867314815521,0.9859654808697469
397,diff_zscore,umap,2,15.0,0.0,,kmeans,4,0.37269628047943115,0.9133368146719902
398,diff_zscore,umap,2,15.0,0.0,,kmeans,5,0.3949413299560547,0.9885869703008258
399,diff_zscore,umap,2,15.0,0.0,,gmm,3,0.3391743004322052,0.9693769557605162
400,diff_zscore,umap,2,15.0,0.0,,gmm,4,0.3261283338069916,0.7541425808945807
401,diff_zscore,umap,2,15.0,0.0,,gmm,5,0.31437769532203674,0.822637533023116
402,diff_zscore,umap,2,15.0,0.0,,hierarchical,3,0.3363446593284607,0.4134085436490233
403,diff_zscore,umap,2,15.0,0.0,,hierarchical,4,0.331900417804718,0.5016786794039532
404,diff_zscore,umap,2,15.0,0.0,,hierarchical,5,0.3233526349067688,0.5215367514346854
405,diff_zscore,umap,2,15.0,0.1,,kmeans,3,0.3757079541683197,0.9857663400813
406,diff_zscore,umap,2,15.0,0.1,,kmeans,4,0.3697887063026428,0.9786596067641362
407,diff_zscore,umap,2,15.0,0.1,,kmeans,5,0.3779537081718445,0.8933445401104969
408,diff_zscore,umap,2,15.0,0.1,,gmm,3,0.3642083406448364,0.9409226813352829
409,diff_zscore,umap,2,15.0,0.1,,gmm,4,0.35869723558425903,0.8541305988523286
410,diff_zscore,umap,2,15.0,0.1,,gmm,5,0.36918243765830994,0.8627883532734879
411,diff_zscore,umap,2,15.0,0.1,,hierarchical,3,0.3031400740146637,0.4226330120813836
412,diff_zscore,umap,2,15.0,0.1,,hierarchical,4,0.31802621483802795,0.48668246900707446
413,diff_zscore,umap,2,15.0,0.1,,hierarchical,5,0.31317034363746643,0.4957560417275442
414,diff_zscore,umap,2,15.0,0.5,,kmeans,3,0.3678281605243683,0.9832867943995821
415,diff_zscore,umap,2,15.0,0.5,,kmeans,4,0.3591780662536621,0.965946534661098
416,diff_zscore,umap,2,15.0,0.5,,kmeans,5,0.35233074426651,0.9702913528094349
417,diff_zscore,umap,2,15.0,0.5,,gmm,3,0.3658880293369293,0.9603098836705299
418,diff_zscore,umap,2,15.0,0.5,,gmm,4,0.35568714141845703,0.9437767804479545
419,diff_zscore,umap,2,15.0,0.5,,gmm,5,0.3493695855140686,0.6798532992255331
420,diff_zscore,umap,2,15.0,0.5,,hierarchical,3,0.3020217716693878,0.3881156971908782
421,diff_zscore,umap,2,15.0,0.5,,hierarchical,4,0.27099207043647766,0.3546649509235023
422,diff_zscore,umap,2,15.0,0.5,,hierarchical,5,0.2763286530971527,0.4142030729734277
423,diff_zscore,umap,2,30.0,0.0,,kmeans,3,0.3810234069824219,0.9810184041526885
424,diff_zscore,umap,2,30.0,0.0,,kmeans,4,0.3752426207065582,0.9841984179870111
425,diff_zscore,umap,2,30.0,0.0,,kmeans,5,0.38838088512420654,0.9794161949548432
426,diff_zscore,umap,2,30.0,0.0,,gmm,3,0.36702510714530945,0.9320956992267265
427,diff_zscore,umap,2,30.0,0.0,,gmm,4,0.3507916331291199,0.6908088105807089
428,diff_zscore,umap,2,30.0,0.0,,gmm,5,0.3518427610397339,0.9093906990550551
429,diff_zscore,umap,2,30.0,0.0,,hierarchical,3,0.33180099725723267,0.4523905629005592
430,diff_zscore,umap,2,30.0,0.0,,hierarchical,4,0.33105337619781494,0.5128817415495672
431,diff_zscore,umap,2,30.0,0.0,,hierarchical,5,0.33523866534233093,0.5278235189724876
432,diff_zscore,umap,2,30.0,0.1,,kmeans,3,0.3745504319667816,0.9827960474068727
433,diff_zscore,umap,2,30.0,0.1,,kmeans,4,0.3678862452507019,0.9754627981817642
434,diff_zscore,umap,2,30.0,0.1,,kmeans,5,0.3737275302410126,0.976311857481594
435,diff_zscore,umap,2,30.0,0.1,,gmm,3,0.3685053586959839,0.924958297032472
436,diff_zscore,umap,2,30.0,0.1,,gmm,4,0.35570961236953735,0.7584168359552516
437,diff_zscore,umap,2,30.0,0.1,,gmm,5,0.3574400842189789,0.8134494923308816
438,diff_zscore,umap,2,30.0,0.1,,hierarchical,3,0.3100704848766327,0.31763244323894074
439,diff_zscore,umap,2,30.0,0.1,,hierarchical,4,0.30164024233818054,0.3929865300438107
440,diff_zscore,umap,2,30.0,0.1,,hierarchical,5,0.3313206136226654,0.4967568192307737
441,diff_zscore,umap,2,30.0,0.5,,kmeans,3,0.36410391330718994,0.9647189177217775
442,diff_zscore,umap,2,30.0,0.5,,kmeans,4,0.3587178885936737,0.9484232759568013
443,diff_zscore,umap,2,30.0,0.5,,kmeans,5,0.357653945684433,0.9672948718146916
444,diff_zscore,umap,2,30.0,0.5,,gmm,3,0.36185434460639954,0.8278024476925444
445,diff_zscore,umap,2,30.0,0.5,,gmm,4,0.35423651337623596,0.9049102954488619
446,diff_zscore,umap,2,30.0,0.5,,gmm,5,0.35459691286087036,0.8496266134893874
447,diff_zscore,umap,2,30.0,0.5,,hierarchical,3,0.31977224349975586,0.39005609269652164
448,diff_zscore,umap,2,30.0,0.5,,hierarchical,4,0.3247428834438324,0.4205191589238466
449,diff_zscore,umap,2,30.0,0.5,,hierarchical,5,0.32159915566444397,0.4508047858052923
450,diff_zscore,umap,3,5.0,0.0,,kmeans,3,0.34223005175590515,0.9871417466936269
451,diff_zscore,umap,3,5.0,0.0,,kmeans,4,0.35556820034980774,0.9883079200329425
452,diff_zscore,umap,3,5.0,0.0,,kmeans,5,0.35694846510887146,0.9910815968065145
453,diff_zscore,umap,3,5.0,0.0,,gmm,3,0.3341686427593231,0.9728253769593009
454,diff_zscore,umap,3,5.0,0.0,,gmm,4,0.30241915583610535,0.5644691304547184
455,diff_zscore,umap,3,5.0,0.0,,gmm,5,0.31151846051216125,0.8255289579160372
456,diff_zscore,umap,3,5.0,0.0,,hierarchical,3,0.30685392022132874,0.6448451448924432
457,diff_zscore,umap,3,5.0,0.0,,hierarchical,4,0.2820955216884613,0.4668809256998527
458,diff_zscore,umap,3,5.0,0.0,,hierarchical,5,0.2917889356613159,0.5235834820045737
459,diff_zscore,umap,3,5.0,0.1,,kmeans,3,0.31863534450531006,0.9852269917895736
460,diff_zscore,umap,3,5.0,0.1,,kmeans,4,0.3369334638118744,0.9709100772789273
461,diff_zscore,umap,3,5.0,0.1,,kmeans,5,0.3397076427936554,0.9758821820333681
462,diff_zscore,umap,3,5.0,0.1,,gmm,3,0.30735352635383606,0.9097587940057253
463,diff_zscore,umap,3,5.0,0.1,,gmm,4,0.3267625868320465,0.8106046139418779
464,diff_zscore,umap,3,5.0,0.1,,gmm,5,0.2888011634349823,0.8296799334596068
465,diff_zscore,umap,3,5.0,0.1,,hierarchical,3,0.31278714537620544,0.5972035992300079
466,diff_zscore,umap,3,5.0,0.1,,hierarchical,4,0.3027093708515167,0.6011774182089907
467,diff_zscore,umap,3,5.0,0.1,,hierarchical,5,0.30079829692840576,0.568443928799704
468,diff_zscore,umap,3,5.0,0.5,,kmeans,3,0.2827342748641968,0.9727697917179933
469,diff_zscore,umap,3,5.0,0.5,,kmeans,4,0.2914941608905792,0.973438016710574
470,diff_zscore,umap,3,5.0,0.5,,kmeans,5,0.2956753671169281,0.9751754489519888
471,diff_zscore,umap,3,5.0,0.5,,gmm,3,0.27019017934799194,0.9563000445012575
472,diff_zscore,umap,3,5.0,0.5,,gmm,4,0.28360289335250854,0.7859278048994401
473,diff_zscore,umap,3,5.0,0.5,,gmm,5,0.2836216390132904,0.938393757271909
474,diff_zscore,umap,3,5.0,0.5,,hierarchical,3,0.21927009522914886,0.22440591671638546
475,diff_zscore,umap,3,5.0,0.5,,hierarchical,4,0.2065742015838623,0.34021273580268974
476,diff_zscore,umap,3,5.0,0.5,,hierarchical,5,0.2174234241247177,0.38655364394717395
477,diff_zscore,umap,3,15.0,0.0,,kmeans,3,0.3408259153366089,0.9903706204403433
478,diff_zscore,umap,3,15.0,0.0,,kmeans,4,0.34390169382095337,0.8841502887654121
479,diff_zscore,umap,3,15.0,0.0,,kmeans,5,0.3717646300792694,0.9879205862077979
480,diff_zscore,umap,3,15.0,0.0,,gmm,3,0.33922916650772095,0.9629557843865318
481,diff_zscore,umap,3,15.0,0.0,,gmm,4,0.3169674277305603,0.5806437680210605
482,diff_zscore,umap,3,15.0,0.0,,gmm,5,0.3214555084705353,0.80593282342379
483,diff_zscore,umap,3,15.0,0.0,,hierarchical,3,0.3232986330986023,0.722807070996621
484,diff_zscore,umap,3,15.0,0.0,,hierarchical,4,0.3432645797729492,0.6798714942200386
485,diff_zscore,umap,3,15.0,0.0,,hierarchical,5,0.32408472895622253,0.6466961751156122
486,diff_zscore,umap,3,15.0,0.1,,kmeans,3,0.3108315169811249,0.9806519068339263
487,diff_zscore,umap,3,15.0,0.1,,kmeans,4,0.2950378656387329,0.9131131557249224
488,diff_zscore,umap,3,15.0,0.1,,kmeans,5,0.3076600134372711,0.9424242541011274
489,diff_zscore,umap,3,15.0,0.1,,gmm,3,0.2876930832862854,0.8335196638241896
490,diff_zscore,umap,3,15.0,0.1,,gmm,4,0.2633996903896332,0.4548070761227377
491,diff_zscore,umap,3,15.0,0.1,,gmm,5,0.25954470038414,0.6397852325083906
492,diff_zscore,umap,3,15.0,0.1,,hierarchical,3,0.28690335154533386,0.43896754853887776
493,diff_zscore,umap,3,15.0,0.1,,hierarchical,4,0.24271397292613983,0.4068016699677426
494,diff_zscore,umap,3,15.0,0.1,,hierarchical,5,0.23916064202785492,0.47514847934707155
495,diff_zscore,umap,3,15.0,0.5,,kmeans,3,0.2910325229167938,0.9828433405385462
496,diff_zscore,umap,3,15.0,0.5,,kmeans,4,0.2945028841495514,0.9690559155671644
497,diff_zscore,umap,3,15.0,0.5,,kmeans,5,0.3011781573295593,0.956023024762885
498,diff_zscore,umap,3,15.0,0.5,,gmm,3,0.28244778513908386,0.9391709264260796
499,diff_zscore,umap,3,15.0,0.5,,gmm,4,0.27456384897232056,0.6712474454814451
500,diff_zscore,umap,3,15.0,0.5,,gmm,5,0.2666510045528412,0.9081479957598759
501,diff_zscore,umap,3,15.0,0.5,,hierarchical,3,0.22997120022773743,0.30786259959013146
502,diff_zscore,umap,3,15.0,0.5,,hierarchical,4,0.23414067924022675,0.3441423147073291
503,diff_zscore,umap,3,15.0,0.5,,hierarchical,5,0.24162226915359497,0.42244707768681755
504,diff_zscore,umap,3,30.0,0.0,,kmeans,3,0.347828209400177,0.9921648181684587
505,diff_zscore,umap,3,30.0,0.0,,kmeans,4,0.34542781114578247,0.9899313443755421
506,diff_zscore,umap,3,30.0,0.0,,kmeans,5,0.3532956838607788,0.9886789885314491
507,diff_zscore,umap,3,30.0,0.0,,gmm,3,0.32245948910713196,0.9583615762404751
508,diff_zscore,umap,3,30.0,0.0,,gmm,4,0.30838489532470703,0.6178254808850031
509,diff_zscore,umap,3,30.0,0.0,,gmm,5,0.3252958357334137,0.8517536093731105
510,diff_zscore,umap,3,30.0,0.0,,hierarchical,3,0.3289250433444977,0.6341561226947422
511,diff_zscore,umap,3,30.0,0.0,,hierarchical,4,0.3001832664012909,0.5197362696893375
512,diff_zscore,umap,3,30.0,0.0,,hierarchical,5,0.28784114122390747,0.5085507169165949
513,diff_zscore,umap,3,30.0,0.1,,kmeans,3,0.3278695344924927,0.9897039946866658
514,diff_zscore,umap,3,30.0,0.1,,kmeans,4,0.336459755897522,0.9783773923380018
515,diff_zscore,umap,3,30.0,0.1,,kmeans,5,0.3407476246356964,0.9843791336773207
516,diff_zscore,umap,3,30.0,0.1,,gmm,3,0.28978630900382996,0.9279163538361249
517,diff_zscore,umap,3,30.0,0.1,,gmm,4,0.25075197219848633,0.41558131386920516
518,diff_zscore,umap,3,30.0,0.1,,gmm,5,0.32698720693588257,0.962263724280779
519,diff_zscore,umap,3,30.0,0.1,,hierarchical,3,0.28728151321411133,0.5079776506890498
520,diff_zscore,umap,3,30.0,0.1,,hierarchical,4,0.2963031232357025,0.5699173908963102
521,diff_zscore,umap,3,30.0,0.1,,hierarchical,5,0.28381553292274475,0.49621384976549726
522,diff_zscore,umap,3,30.0,0.5,,kmeans,3,0.2907967269420624,0.9681539053653668
523,diff_zscore,umap,3,30.0,0.5,,kmeans,4,0.288804292678833,0.9634256451993056
524,diff_zscore,umap,3,30.0,0.5,,kmeans,5,0.30165746808052063,0.966272176947238
525,diff_zscore,umap,3,30.0,0.5,,gmm,3,0.28854450583457947,0.9250124521296557
526,diff_zscore,umap,3,30.0,0.5,,gmm,4,0.2769005000591278,0.6817011918307669
527,diff_zscore,umap,3,30.0,0.5,,gmm,5,0.29871776700019836,0.9502400984266357
528,diff_zscore,umap,3,30.0,0.5,,hierarchical,3,0.22132395207881927,0.24849128715319263
529,diff_zscore,umap,3,30.0,0.5,,hierarchical,4,0.22195976972579956,0.31043685277651506
530,diff_zscore,umap,3,30.0,0.5,,hierarchical,5,0.22443373501300812,0.36388480630604314
531,diff_zscore,umap,5,5.0,0.0,,kmeans,3,0.3255678415298462,0.9622624078026861
532,diff_zscore,umap,5,5.0,0.0,,kmeans,4,0.3374147415161133,0.9717555914905186
533,diff_zscore,umap,5,5.0,0.0,,kmeans,5,0.3433080315589905,0.9864282697738881
534,diff_zscore,umap,5,5.0,0.0,,gmm,3,0.2876215875148773,0.8213504574004971
535,diff_zscore,umap,5,5.0,0.0,,gmm,4,0.24953028559684753,0.730358927410618
536,diff_zscore,umap,5,5.0,0.0,,gmm,5,0.2599901258945465,0.7957575158626081
537,diff_zscore,umap,5,5.0,0.0,,hierarchical,3,0.3208432197570801,0.8575353024526885
538,diff_zscore,umap,5,5.0,0.0,,hierarchical,4,0.3125239908695221,0.7161314133241891
539,diff_zscore,umap,5,5.0,0.0,,hierarchical,5,0.31431493163108826,0.7262902708010412
540,diff_zscore,umap,5,5.0,0.1,,kmeans,3,0.29786416888237,0.9775016326214022
541,diff_zscore,umap,5,5.0,0.1,,kmeans,4,0.30608123540878296,0.9700552211503883
542,diff_zscore,umap,5,5.0,0.1,,kmeans,5,0.30936139822006226,0.9535194574462372
543,diff_zscore,umap,5,5.0,0.1,,gmm,3,0.2617546617984772,0.9574261398187442
544,diff_zscore,umap,5,5.0,0.1,,gmm,4,0.2301589995622635,0.6283742460128774
545,diff_zscore,umap,5,5.0,0.1,,gmm,5,0.24343478679656982,0.7442627341151311
546,diff_zscore,umap,5,5.0,0.1,,hierarchical,3,0.27176904678344727,0.546300981620723
547,diff_zscore,umap,5,5.0,0.1,,hierarchical,4,0.26424989104270935,0.5855879994513566
548,diff_zscore,umap,5,5.0,0.1,,hierarchical,5,0.24070695042610168,0.5807718152771392
549,diff_zscore,umap,5,5.0,0.5,,kmeans,3,0.23363663256168365,0.9543473386453551
550,diff_zscore,umap,5,5.0,0.5,,kmeans,4,0.23584185540676117,0.9726744214278541
551,diff_zscore,umap,5,5.0,0.5,,kmeans,5,0.24072614312171936,0.9799936101999329
552,diff_zscore,umap,5,5.0,0.5,,gmm,3,0.19872191548347473,0.8454595777220917
553,diff_zscore,umap,5,5.0,0.5,,gmm,4,0.21845166385173798,0.7604924881743229
554,diff_zscore,umap,5,5.0,0.5,,gmm,5,0.20638005435466766,0.9362554321553924
555,diff_zscore,umap,5,5.0,0.5,,hierarchical,3,0.16906745731830597,0.35913442201282464
556,diff_zscore,umap,5,5.0,0.5,,hierarchical,4,0.16877798736095428,0.3360847738517977
557,diff_zscore,umap,5,5.0,0.5,,hierarchical,5,0.1540742665529251,0.36253193736322
558,diff_zscore,umap,5,15.0,0.0,,kmeans,3,0.32500025629997253,0.9840303087986523
559,diff_zscore,umap,5,15.0,0.0,,kmeans,4,0.3392599821090698,0.8660161897325256
560,diff_zscore,umap,5,15.0,0.0,,kmeans,5,0.3546736240386963,0.9872762086087041
561,diff_zscore,umap,5,15.0,0.0,,gmm,3,0.2913820743560791,0.6937345540316998
562,diff_zscore,umap,5,15.0,0.0,,gmm,4,0.23295408487319946,0.5281239655691464
563,diff_zscore,umap,5,15.0,0.0,,gmm,5,0.21362221240997314,0.4947361979440806
564,diff_zscore,umap,5,15.0,0.0,,hierarchical,3,0.2763582766056061,0.5272158575222392
565,diff_zscore,umap,5,15.0,0.0,,hierarchical,4,0.307282954454422,0.5413227817340396
566,diff_zscore,umap,5,15.0,0.0,,hierarchical,5,0.2853613793849945,0.4595323707025901
567,diff_zscore,umap,5,15.0,0.1,,kmeans,3,0.29044297337532043,0.9517178410697775
568,diff_zscore,umap,5,15.0,0.1,,kmeans,4,0.29905688762664795,0.9820801237210038
569,diff_zscore,umap,5,15.0,0.1,,kmeans,5,0.2989877760410309,0.7380532638403099
570,diff_zscore,umap,5,15.0,0.1,,gmm,3,0.2702321410179138,0.7463408845305599
571,diff_zscore,umap,5,15.0,0.1,,gmm,4,0.21095779538154602,0.5245490848556851
572,diff_zscore,umap,5,15.0,0.1,,gmm,5,0.2359253317117691,0.7247043551198802
573,diff_zscore,umap,5,15.0,0.1,,hierarchical,3,0.215919628739357,0.4058509915587096
574,diff_zscore,umap,5,15.0,0.1,,hierarchical,4,0.23596836626529694,0.5161172491932564
575,diff_zscore,umap,5,15.0,0.1,,hierarchical,5,0.25412440299987793,0.48984912305386935
576,diff_zscore,umap,5,15.0,0.5,,kmeans,3,0.244537353515625,0.9744068768591709
577,diff_zscore,umap,5,15.0,0.5,,kmeans,4,0.23686693608760834,0.9734391648712859
578,diff_zscore,umap,5,15.0,0.5,,kmeans,5,0.243653804063797,0.9470553338788591
579,diff_zscore,umap,5,15.0,0.5,,gmm,3,0.22799277305603027,0.9377304231582282
580,diff_zscore,umap,5,15.0,0.5,,gmm,4,0.19483362138271332,0.536327306421871
581,diff_zscore,umap,5,15.0,0.5,,gmm,5,0.20090743899345398,0.9208673003303463
582,diff_zscore,umap,5,15.0,0.5,,hierarchical,3,0.19720341265201569,0.47959226787574655
583,diff_zscore,umap,5,15.0,0.5,,hierarchical,4,0.18644368648529053,0.40708571196418214
584,diff_zscore,umap,5,15.0,0.5,,hierarchical,5,0.17361024022102356,0.40406178517365354
585,diff_zscore,umap,5,30.0,0.0,,kmeans,3,0.3337436318397522,0.9919834101705801
586,diff_zscore,umap,5,30.0,0.0,,kmeans,4,0.3452611267566681,0.9890565461364141
587,diff_zscore,umap,5,30.0,0.0,,kmeans,5,0.3405551016330719,0.9901312685215334
588,diff_zscore,umap,5,30.0,0.0,,gmm,3,0.2983669936656952,0.899683906609486
589,diff_zscore,umap,5,30.0,0.0,,gmm,4,0.3101447820663452,0.6505167067841939
590,diff_zscore,umap,5,30.0,0.0,,gmm,5,0.25881749391555786,0.7415445178834029
591,diff_zscore,umap,5,30.0,0.0,,hierarchical,3,0.30947256088256836,0.6767699781591453
592,diff_zscore,umap,5,30.0,0.0,,hierarchical,4,0.26278048753738403,0.5653508118343009
593,diff_zscore,umap,5,30.0,0.0,,hierarchical,5,0.2510344684123993,0.535294604688725
594,diff_zscore,umap,5,30.0,0.1,,kmeans,3,0.3049180805683136,0.9893230636501539
595,diff_zscore,umap,5,30.0,0.1,,kmeans,4,0.3125963509082794,0.9774556648579913
596,diff_zscore,umap,5,30.0,0.1,,kmeans,5,0.3128056824207306,0.9842888019916142
597,diff_zscore,umap,5,30.0,0.1,,gmm,3,0.2630135118961334,0.9384587053503892
598,diff_zscore,umap,5,30.0,0.1,,gmm,4,0.2455229014158249,0.6802771395054059
599,diff_zscore,umap,5,30.0,0.1,,gmm,5,0.23447377979755402,0.8900301125683034
600,diff_zscore,umap,5,30.0,0.1,,hierarchical,3,0.25579819083213806,0.534457773709963
601,diff_zscore,umap,5,30.0,0.1,,hierarchical,4,0.25184324383735657,0.55875691002593
602,diff_zscore,umap,5,30.0,0.1,,hierarchical,5,0.24978871643543243,0.5240704913838837
603,diff_zscore,umap,5,30.0,0.5,,kmeans,3,0.2487061619758606,0.9734391902079176
604,diff_zscore,umap,5,30.0,0.5,,kmeans,4,0.24380932748317719,0.9799088444501401
605,diff_zscore,umap,5,30.0,0.5,,kmeans,5,0.24914050102233887,0.9690180490624292
606,diff_zscore,umap,5,30.0,0.5,,gmm,3,0.23122495412826538,0.9442505354890924
607,diff_zscore,umap,5,30.0,0.5,,gmm,4,0.21316500008106232,0.7053211597206248
608,diff_zscore,umap,5,30.0,0.5,,gmm,5,0.2197987139225006,0.8829720699839387
609,diff_zscore,umap,5,30.0,0.5,,hierarchical,3,0.19728492200374603,0.4004349300416873
610,diff_zscore,umap,5,30.0,0.5,,hierarchical,4,0.18470875918865204,0.37524066139706636
611,diff_zscore,umap,5,30.0,0.5,,hierarchical,5,0.17002573609352112,0.3376818855085989
612,diff_zscore,tsne,2,,,10.0,kmeans,3,0.3752264082431793,0.9627389265450981
613,diff_zscore,tsne,2,,,10.0,kmeans,4,0.3657958209514618,0.9681636752687435
614,diff_zscore,tsne,2,,,10.0,kmeans,5,0.3534630537033081,0.959680433112245
615,diff_zscore,tsne,2,,,10.0,gmm,3,0.3746626079082489,0.8208871659765866
616,diff_zscore,tsne,2,,,10.0,gmm,4,0.3639442026615143,0.8083212819155751
617,diff_zscore,tsne,2,,,10.0,gmm,5,0.341948539018631,0.5762080041035244
618,diff_zscore,tsne,2,,,10.0,hierarchical,3,0.30901920795440674,0.36544220439749103
